Origin,Destination,Company,Departure Time,Arrival Time,Duration Time,Flight Price,Date,Cabin Class,Flight Id
DEL,BOM,Air India ,7:00,9:05,2h 05m,"2,476",22-02-2022,Economy,A1671
DEL,BOM,Air India ,10:40,12:50,2h 10m,"2,476",22-02-2022,Economy,A1672
DEL,BOM,AirAsia India ,4:25,6:35,2h 10m,"2,155",22-02-2022,Economy,A1673
DEL,BOM,Go First ,13:30,15:35,2h 05m,"2,354",22-02-2022,Economy,A1674
DEL,BOM,Air India ,8:00,10:10,2h 10m,"2,476",22-02-2022,Economy,A1675
DEL,BOM,IndiGo ,8:45,11:05,2h 20m,"2,170",22-02-2022,Economy,A1676
DEL,BOM,IndiGo ,10:45,13:05,2h 20m,"2,170",22-02-2022,Economy,A1677
DEL,BOM,Go First ,7:00,9:10,2h 10m,"2,354",22-02-2022,Economy,A1678
DEL,BOM,Go First ,8:00,10:10,2h 10m,"2,354",22-02-2022,Economy,A1679
DEL,BOM,Air India ,9:00,11:15,2h 15m,"2,476",22-02-2022,Economy,A1680
DEL,BOM,Vistara ,5:45,7:55,2h 10m,"2,586",22-02-2022,Economy,A1681
DEL,BOM,IndiGo ,12:00,14:10,2h 10m,"2,410",22-02-2022,Economy,A1682
DEL,BOM,Go First ,14:20,16:35,2h 15m,"2,354",22-02-2022,Economy,A1683
DEL,BOM,Go First ,15:00,17:15,2h 15m,"2,354",22-02-2022,Economy,A1684
DEL,BOM,IndiGo ,14:20,16:35,2h 15m,"2,410",22-02-2022,Economy,A1685
DEL,BOM,IndiGo ,9:30,12:00,2h 30m,"2,170",22-02-2022,Economy,A1686
DEL,BOM,Go First ,10:30,12:50,2h 20m,"2,354",22-02-2022,Economy,A1687
DEL,BOM,Vistara ,9:30,11:35,2h 05m,"2,823",22-02-2022,Economy,A1688
DEL,BOM,Go First ,2:00,4:15,2h 15m,"2,354",22-02-2022,Economy,A1689
DEL,BOM,Vistara ,12:50,15:00,2h 10m,"2,823",22-02-2022,Economy,A1690
DEL,BOM,Vistara ,14:20,16:30,2h 10m,"2,823",22-02-2022,Economy,A1691
DEL,BOM,Vistara ,10:20,12:35,2h 15m,"2,823",22-02-2022,Economy,A1692
DEL,BOM,Vistara ,11:40,14:00,2h 20m,"2,823",22-02-2022,Economy,A1693
DEL,BOM,Vistara ,7:30,9:45,2h 15m,"3,246",22-02-2022,Economy,A1694
DEL,BOM,Vistara ,8:50,11:10,2h 20m,"3,246",22-02-2022,Economy,A1695
BOM,DEL,IndiGo ,19:35,21:25,1h 50m,"2,339",22-02-2022,Economy,A1696
BOM,DEL,AirAsia India ,22:55,1:00,2h 05m,"2,211",22-02-2022,Economy,A1697
BOM,DEL,IndiGo ,18:30,20:35,2h 05m,"2,235",22-02-2022,Economy,A1698
BOM,DEL,IndiGo ,20:30,22:35,2h 05m,"2,235",22-02-2022,Economy,A1699
BOM,DEL,Go First ,16:30,18:35,2h 05m,"2,285",22-02-2022,Economy,A1700
BOM,DEL,Vistara ,20:55,23:00,2h 05m,"2,496",22-02-2022,Economy,A1701
BOM,DEL,IndiGo ,17:15,19:20,2h 05m,"2,339",22-02-2022,Economy,A1702
BOM,DEL,Vistara ,18:30,20:40,2h 10m,"2,496",22-02-2022,Economy,A1703
BOM,DEL,Vistara ,22:45,0:55,2h 10m,"2,496",22-02-2022,Economy,A1704
BOM,DEL,Go First ,18:00,20:10,2h 10m,"2,285",22-02-2022,Economy,A1705
BOM,DEL,Go First ,20:15,22:25,2h 10m,"2,285",22-02-2022,Economy,A1706
BOM,DEL,Go First ,22:40,0:50,2h 10m,"2,285",22-02-2022,Economy,A1707
BOM,DEL,Air India ,21:30,23:45,2h 15m,"2,464",22-02-2022,Economy,A1708
BOM,DEL,Air India ,16:00,18:15,2h 15m,"2,464",22-02-2022,Economy,A1709
BOM,DEL,Air India ,19:00,21:15,2h 15m,"2,464",22-02-2022,Economy,A1710
BOM,DEL,Vistara ,21:55,0:10,2h 15m,"2,496",22-02-2022,Economy,A1711
BOM,DEL,Go First ,21:15,23:30,2h 15m,"2,285",22-02-2022,Economy,A1712
BOM,DEL,Go First ,23:45,2:00,2h 15m,"2,285",22-02-2022,Economy,A1713
BOM,DEL,Air India ,18:00,20:25,2h 25m,"2,464",22-02-2022,Economy,A1714
BOM,DEL,Vistara ,15:45,18:05,2h 20m,"2,744",22-02-2022,Economy,A1715
BOM,DEL,Vistara ,17:35,19:45,2h 10m,"3,166",22-02-2022,Economy,A1716
BOM,DEL,Vistara ,19:45,21:55,2h 10m,"3,166",22-02-2022,Economy,A1717
BOM,DEL,IndiGo ,8:30,10:25,1h 55m,"2,339",23-02-2022,Economy,A1718
BOM,DEL,IndiGo ,7:45,9:50,2h 05m,"2,235",23-02-2022,Economy,A1719
BOM,DEL,Vistara ,6:00,8:05,2h 05m,"2,496",23-02-2022,Economy,A1720
BOM,DEL,Vistara ,6:30,8:35,2h 05m,"2,496",23-02-2022,Economy,A1721
BOM,DEL,AirAsia India ,7:20,9:30,2h 10m,"2,211",23-02-2022,Economy,A1722
BOM,DEL,Go First ,12:30,14:35,2h 05m,"2,304",23-02-2022,Economy,A1723
BOM,DEL,Go First ,14:30,16:35,2h 05m,"2,304",23-02-2022,Economy,A1724
BOM,DEL,IndiGo ,9:20,11:30,2h 10m,"2,235",23-02-2022,Economy,A1725
BOM,DEL,Go First ,6:00,8:10,2h 10m,"2,304",23-02-2022,Economy,A1726
BOM,DEL,Go First ,8:00,10:10,2h 10m,"2,304",23-02-2022,Economy,A1727
BOM,DEL,IndiGo ,7:05,9:20,2h 15m,"2,235",23-02-2022,Economy,A1728
BOM,DEL,IndiGo ,11:45,14:00,2h 15m,"2,235",23-02-2022,Economy,A1729
BOM,DEL,IndiGo ,10:05,12:15,2h 10m,"2,339",23-02-2022,Economy,A1730
BOM,DEL,IndiGo ,13:40,15:50,2h 10m,"2,339",23-02-2022,Economy,A1731
BOM,DEL,Air India ,8:00,10:15,2h 15m,"2,464",23-02-2022,Economy,A1732
BOM,DEL,Air India ,10:00,12:15,2h 15m,"2,464",23-02-2022,Economy,A1733
BOM,DEL,Go First ,9:55,12:10,2h 15m,"2,304",23-02-2022,Economy,A1734
BOM,DEL,Go First ,12:15,14:30,2h 15m,"2,304",23-02-2022,Economy,A1735
BOM,DEL,Go First ,13:30,15:45,2h 15m,"2,304",23-02-2022,Economy,A1736
BOM,DEL,SpiceJet ,7:20,9:35,2h 15m,"2,339",23-02-2022,Economy,A1737
DEL,BOM,Air India ,18:00,20:00,2h,"2,476",23-02-2022,Economy,A1738
DEL,BOM,IndiGo ,23:35,1:45,2h 10m,"2,170",23-02-2022,Economy,A1739
DEL,BOM,AirAsia India ,20:00,22:15,2h 15m,"2,155",23-02-2022,Economy,A1740
DEL,BOM,Air India ,20:00,22:10,2h 10m,"2,476",23-02-2022,Economy,A1741
DEL,BOM,Go First ,15:30,17:35,2h 05m,"2,372",23-02-2022,Economy,A1742
DEL,BOM,Go First ,17:00,19:05,2h 05m,"2,372",23-02-2022,Economy,A1743
DEL,BOM,Air India ,19:00,21:15,2h 15m,"2,476",23-02-2022,Economy,A1744
DEL,BOM,Vistara ,20:40,22:50,2h 10m,"2,586",23-02-2022,Economy,A1745
DEL,BOM,Vistara ,21:40,23:50,2h 10m,"2,586",23-02-2022,Economy,A1746
DEL,BOM,IndiGo ,17:15,19:25,2h 10m,"2,410",23-02-2022,Economy,A1747
DEL,BOM,IndiGo ,18:40,20:50,2h 10m,"2,410",23-02-2022,Economy,A1748
DEL,BOM,Go First ,15:00,17:15,2h 15m,"2,372",23-02-2022,Economy,A1749
DEL,BOM,Go First ,19:40,21:55,2h 15m,"2,372",23-02-2022,Economy,A1750
DEL,BOM,Go First ,21:00,23:15,2h 15m,"2,372",23-02-2022,Economy,A1751
DEL,BOM,IndiGo ,21:15,23:30,2h 15m,"2,410",23-02-2022,Economy,A1752
DEL,BOM,Go First ,18:05,20:25,2h 20m,"2,372",23-02-2022,Economy,A1753
DEL,BOM,Vistara ,15:30,17:40,2h 10m,"2,823",23-02-2022,Economy,A1754
DEL,BOM,Vistara ,19:50,22:00,2h 10m,"2,823",23-02-2022,Economy,A1755
DEL,BOM,SpiceJet ,18:55,21:05,2h 10m,"2,621",23-02-2022,Economy,A1756
DEL,BOM,SpiceJet ,19:45,22:05,2h 20m,"2,621",23-02-2022,Economy,A1757
DEL,BOM,Air India ,7:00,9:05,2h 05m,"2,476",23-02-2022,Economy,A1758
DEL,BOM,Air India ,8:00,10:10,2h 10m,"2,476",23-02-2022,Economy,A1759
DEL,BOM,Go First ,13:30,15:35,2h 05m,"2,372",23-02-2022,Economy,A1760
DEL,BOM,Air India ,9:00,11:15,2h 15m,"2,476",23-02-2022,Economy,A1761
DEL,BOM,Vistara ,5:45,7:55,2h 10m,"2,586",23-02-2022,Economy,A1762
DEL,BOM,Go First ,7:00,9:10,2h 10m,"2,372",23-02-2022,Economy,A1763
DEL,BOM,Go First ,8:00,10:10,2h 10m,"2,372",23-02-2022,Economy,A1764
DEL,BOM,IndiGo ,12:00,14:10,2h 10m,"2,410",23-02-2022,Economy,A1765
DEL,BOM,Go First ,14:20,16:35,2h 15m,"2,372",23-02-2022,Economy,A1766
DEL,BOM,Go First ,15:00,17:15,2h 15m,"2,372",23-02-2022,Economy,A1767
DEL,BOM,Vistara ,9:30,11:35,2h 05m,"2,823",23-02-2022,Economy,A1768
DEL,BOM,Go First ,10:30,12:50,2h 20m,"2,372",23-02-2022,Economy,A1769
DEL,BOM,Go First ,2:00,4:15,2h 15m,"2,372",23-02-2022,Economy,A1770
DEL,BOM,Vistara ,12:50,15:00,2h 10m,"2,823",23-02-2022,Economy,A1771
DEL,BOM,Vistara ,14:20,16:30,2h 10m,"2,823",23-02-2022,Economy,A1772
DEL,BOM,Vistara ,10:20,12:35,2h 15m,"2,823",23-02-2022,Economy,A1773
DEL,BOM,SpiceJet ,7:20,9:35,2h 15m,"2,621",23-02-2022,Economy,A1774
DEL,BOM,Vistara ,11:40,14:00,2h 20m,"2,823",23-02-2022,Economy,A1775
DEL,BOM,SpiceJet ,6:20,8:40,2h 20m,"2,621",23-02-2022,Economy,A1776
DEL,BOM,IndiGo ,14:20,16:35,2h 15m,"2,791",23-02-2022,Economy,A1777
DEL,BOM,Vistara ,7:30,9:45,2h 15m,"3,246",23-02-2022,Economy,A1778
DEL,BOM,Vistara ,8:50,11:10,2h 20m,"3,246",23-02-2022,Economy,A1779
BOM,DEL,Vistara ,20:55,23:00,2h 05m,"2,496",23-02-2022,Economy,A1780
BOM,DEL,Vistara ,18:30,20:40,2h 10m,"2,496",23-02-2022,Economy,A1781
BOM,DEL,Vistara ,22:45,0:55,2h 10m,"2,496",23-02-2022,Economy,A1782
BOM,DEL,Air India ,21:30,23:45,2h 15m,"2,464",23-02-2022,Economy,A1783
BOM,DEL,Air India ,16:00,18:15,2h 15m,"2,464",23-02-2022,Economy,A1784
BOM,DEL,Air India ,19:00,21:15,2h 15m,"2,464",23-02-2022,Economy,A1785
BOM,DEL,Vistara ,21:55,0:10,2h 15m,"2,496",23-02-2022,Economy,A1786
BOM,DEL,Air India ,18:00,20:25,2h 25m,"2,464",23-02-2022,Economy,A1787
BOM,DEL,Vistara ,15:45,18:05,2h 20m,"2,744",23-02-2022,Economy,A1788
BOM,DEL,SpiceJet ,19:25,21:50,2h 25m,"2,614",23-02-2022,Economy,A1789
BOM,DEL,Vistara ,17:35,19:45,2h 10m,"3,166",23-02-2022,Economy,A1790
BOM,DEL,Vistara ,19:45,21:55,2h 10m,"3,166",23-02-2022,Economy,A1791
BOM,DEL,IndiGo ,8:30,10:25,1h 55m,"2,339",24-02-2022,Economy,A1792
BOM,DEL,IndiGo ,7:45,9:50,2h 05m,"2,235",24-02-2022,Economy,A1793
BOM,DEL,Go First ,12:30,14:35,2h 05m,"2,285",24-02-2022,Economy,A1794
BOM,DEL,Go First ,14:30,16:35,2h 05m,"2,285",24-02-2022,Economy,A1795
BOM,DEL,IndiGo ,9:20,11:30,2h 10m,"2,235",24-02-2022,Economy,A1796
BOM,DEL,Go First ,6:00,8:10,2h 10m,"2,285",24-02-2022,Economy,A1797
BOM,DEL,IndiGo ,11:45,14:00,2h 15m,"2,235",24-02-2022,Economy,A1798
BOM,DEL,IndiGo ,7:05,9:20,2h 15m,"2,235",24-02-2022,Economy,A1799
BOM,DEL,IndiGo ,13:40,15:50,2h 10m,"2,339",24-02-2022,Economy,A1800
BOM,DEL,IndiGo ,10:05,12:15,2h 10m,"2,339",24-02-2022,Economy,A1801
BOM,DEL,AirAsia India ,7:20,9:30,2h 10m,"2,339",24-02-2022,Economy,A1802
BOM,DEL,Go First ,9:55,12:10,2h 15m,"2,285",24-02-2022,Economy,A1803
BOM,DEL,Go First ,12:15,14:30,2h 15m,"2,285",24-02-2022,Economy,A1804
BOM,DEL,Go First ,13:30,15:45,2h 15m,"2,285",24-02-2022,Economy,A1805
BOM,DEL,Go First ,8:00,10:10,2h 10m,"2,461",24-02-2022,Economy,A1806
BOM,DEL,SpiceJet ,7:20,9:35,2h 15m,"2,614",24-02-2022,Economy,A1807
BOM,DEL,SpiceJet ,10:15,12:30,2h 15m,"2,614",24-02-2022,Economy,A1808
DEL,BOM,Air India ,18:00,20:00,2h,"2,476",24-02-2022,Economy,A1809
DEL,BOM,IndiGo ,23:35,1:45,2h 10m,"2,170",24-02-2022,Economy,A1810
DEL,BOM,AirAsia India ,20:00,22:15,2h 15m,"2,155",24-02-2022,Economy,A1811
DEL,BOM,Go First ,15:30,17:35,2h 05m,"2,354",24-02-2022,Economy,A1812
DEL,BOM,Go First ,17:00,19:05,2h 05m,"2,354",24-02-2022,Economy,A1813
DEL,BOM,Air India ,20:00,22:10,2h 10m,"2,476",24-02-2022,Economy,A1814
DEL,BOM,Air India ,19:00,21:15,2h 15m,"2,476",24-02-2022,Economy,A1815
DEL,BOM,Vistara ,20:40,22:50,2h 10m,"2,586",24-02-2022,Economy,A1816
DEL,BOM,Vistara ,21:40,23:50,2h 10m,"2,586",24-02-2022,Economy,A1817
DEL,BOM,IndiGo ,17:15,19:25,2h 10m,"2,410",24-02-2022,Economy,A1818
DEL,BOM,IndiGo ,18:40,20:50,2h 10m,"2,410",24-02-2022,Economy,A1819
DEL,BOM,Go First ,15:00,17:15,2h 15m,"2,354",24-02-2022,Economy,A1820
DEL,BOM,Go First ,19:40,21:55,2h 15m,"2,354",24-02-2022,Economy,A1821
DEL,BOM,Go First ,21:00,23:15,2h 15m,"2,354",24-02-2022,Economy,A1822
DEL,BOM,IndiGo ,21:15,23:30,2h 15m,"2,410",24-02-2022,Economy,A1823
DEL,BOM,Go First ,18:05,20:25,2h 20m,"2,354",24-02-2022,Economy,A1824
DEL,BOM,SpiceJet ,19:45,22:05,2h 20m,"2,409",24-02-2022,Economy,A1825
DEL,BOM,Vistara ,15:30,17:40,2h 10m,"2,823",24-02-2022,Economy,A1826
DEL,BOM,Vistara ,19:50,22:00,2h 10m,"2,823",24-02-2022,Economy,A1827
DEL,BOM,SpiceJet ,18:55,21:05,2h 10m,"2,621",24-02-2022,Economy,A1828
DEL,BOM,Vistara ,19:00,21:15,2h 15m,"3,246",24-02-2022,Economy,A1829
DEL,BOM,Vistara ,16:45,19:05,2h 20m,"3,246",24-02-2022,Economy,A1830
DEL,BOM,Vistara ,17:45,20:05,2h 20m,"3,246",24-02-2022,Economy,A1831
DEL,BOM,IndiGo ,7:15,9:25,2h 10m,"2,170",24-02-2022,Economy,A1832
DEL,BOM,IndiGo ,6:30,8:40,2h 10m,"2,170",24-02-2022,Economy,A1833
DEL,BOM,Air India ,7:00,9:05,2h 05m,"2,476",24-02-2022,Economy,A1834
DEL,BOM,Air India ,10:40,12:50,2h 10m,"2,476",24-02-2022,Economy,A1835
DEL,BOM,AirAsia India ,4:25,6:35,2h 10m,"2,155",24-02-2022,Economy,A1836
DEL,BOM,Go First ,13:30,15:35,2h 05m,"2,354",24-02-2022,Economy,A1837
DEL,BOM,Air India ,8:00,10:10,2h 10m,"2,476",24-02-2022,Economy,A1838
DEL,BOM,IndiGo ,10:45,13:05,2h 20m,"2,170",24-02-2022,Economy,A1839
DEL,BOM,IndiGo ,8:45,11:05,2h 20m,"2,170",24-02-2022,Economy,A1840
DEL,BOM,Go First ,7:00,9:10,2h 10m,"2,354",24-02-2022,Economy,A1841
DEL,BOM,Go First ,8:00,10:10,2h 10m,"2,354",24-02-2022,Economy,A1842
DEL,BOM,Air India ,9:00,11:15,2h 15m,"2,476",24-02-2022,Economy,A1843
DEL,BOM,Vistara ,5:45,7:55,2h 10m,"2,586",24-02-2022,Economy,A1844
DEL,BOM,IndiGo ,12:00,14:10,2h 10m,"2,410",24-02-2022,Economy,A1845
DEL,BOM,Go First ,14:20,16:35,2h 15m,"2,354",24-02-2022,Economy,A1846
DEL,BOM,Go First ,15:00,17:15,2h 15m,"2,354",24-02-2022,Economy,A1847
DEL,BOM,IndiGo ,14:20,16:35,2h 15m,"2,410",24-02-2022,Economy,A1848
DEL,BOM,IndiGo ,9:30,12:00,2h 30m,"2,170",24-02-2022,Economy,A1849
DEL,BOM,Go First ,10:30,12:50,2h 20m,"2,354",24-02-2022,Economy,A1850
DEL,BOM,Vistara ,9:30,11:35,2h 05m,"2,823",24-02-2022,Economy,A1851
DEL,BOM,Go First ,2:00,4:15,2h 15m,"2,354",24-02-2022,Economy,A1852
DEL,BOM,Vistara ,12:50,15:00,2h 10m,"2,823",24-02-2022,Economy,A1853
DEL,BOM,Vistara ,14:20,16:30,2h 10m,"2,823",24-02-2022,Economy,A1854
DEL,BOM,Vistara ,10:20,12:35,2h 15m,"2,823",24-02-2022,Economy,A1855
DEL,BOM,SpiceJet ,7:20,9:35,2h 15m,"2,621",24-02-2022,Economy,A1856
DEL,BOM,Vistara ,11:40,14:00,2h 20m,"2,823",24-02-2022,Economy,A1857
DEL,BOM,SpiceJet ,6:20,8:40,2h 20m,"2,621",24-02-2022,Economy,A1858
DEL,BOM,Vistara ,7:30,9:45,2h 15m,"3,246",24-02-2022,Economy,A1859
DEL,BOM,Vistara ,8:50,11:10,2h 20m,"3,246",24-02-2022,Economy,A1860
BOM,DEL,AirAsia India ,22:55,1:00,2h 05m,"2,211",24-02-2022,Economy,A1861
BOM,DEL,IndiGo ,18:30,20:35,2h 05m,"2,235",24-02-2022,Economy,A1862
BOM,DEL,IndiGo ,20:30,22:35,2h 05m,"2,235",24-02-2022,Economy,A1863
BOM,DEL,Go First ,16:30,18:35,2h 05m,"2,285",24-02-2022,Economy,A1864
BOM,DEL,Vistara ,20:55,23:00,2h 05m,"2,496",24-02-2022,Economy,A1865
BOM,DEL,IndiGo ,17:15,19:20,2h 05m,"2,339",24-02-2022,Economy,A1866
BOM,DEL,Vistara ,18:30,20:40,2h 10m,"2,496",24-02-2022,Economy,A1867
BOM,DEL,Vistara ,22:45,0:55,2h 10m,"2,496",24-02-2022,Economy,A1868
BOM,DEL,Go First ,18:00,20:10,2h 10m,"2,285",24-02-2022,Economy,A1869
BOM,DEL,Go First ,22:40,0:50,2h 10m,"2,285",24-02-2022,Economy,A1870
BOM,DEL,Air India ,21:30,23:45,2h 15m,"2,464",24-02-2022,Economy,A1871
BOM,DEL,Air India ,16:00,18:15,2h 15m,"2,464",24-02-2022,Economy,A1872
BOM,DEL,Air India ,19:00,21:15,2h 15m,"2,464",24-02-2022,Economy,A1873
BOM,DEL,Vistara ,21:55,0:10,2h 15m,"2,496",24-02-2022,Economy,A1874
BOM,DEL,Go First ,21:15,23:30,2h 15m,"2,285",24-02-2022,Economy,A1875
BOM,DEL,Go First ,23:45,2:00,2h 15m,"2,285",24-02-2022,Economy,A1876
BOM,DEL,Air India ,18:00,20:25,2h 25m,"2,464",24-02-2022,Economy,A1877
BOM,DEL,SpiceJet ,21:45,23:55,2h 10m,"2,614",24-02-2022,Economy,A1878
BOM,DEL,Vistara ,15:45,18:05,2h 20m,"2,744",24-02-2022,Economy,A1879
BOM,DEL,SpiceJet ,19:25,21:50,2h 25m,"2,614",24-02-2022,Economy,A1880
BOM,DEL,Vistara ,17:35,19:45,2h 10m,"3,166",24-02-2022,Economy,A1881
BOM,DEL,Vistara ,19:45,21:55,2h 10m,"3,166",24-02-2022,Economy,A1882
BOM,DEL,IndiGo ,8:30,10:25,1h 55m,"2,339",25-02-2022,Economy,A1883
BOM,DEL,IndiGo ,7:45,9:50,2h 05m,"2,235",25-02-2022,Economy,A1884
BOM,DEL,Go First ,12:30,14:35,2h 05m,"2,285",25-02-2022,Economy,A1885
BOM,DEL,Go First ,14:30,16:35,2h 05m,"2,285",25-02-2022,Economy,A1886
BOM,DEL,Vistara ,6:00,8:05,2h 05m,"2,496",25-02-2022,Economy,A1887
BOM,DEL,Vistara ,6:30,8:35,2h 05m,"2,496",25-02-2022,Economy,A1888
BOM,DEL,AirAsia India ,7:20,9:30,2h 10m,"2,211",25-02-2022,Economy,A1889
BOM,DEL,IndiGo ,9:20,11:30,2h 10m,"2,235",25-02-2022,Economy,A1890
BOM,DEL,Air India ,7:00,9:10,2h 10m,"2,464",25-02-2022,Economy,A1891
BOM,DEL,Go First ,6:00,8:10,2h 10m,"2,285",25-02-2022,Economy,A1892
BOM,DEL,Go First ,8:00,10:10,2h 10m,"2,285",25-02-2022,Economy,A1893
BOM,DEL,IndiGo ,7:05,9:20,2h 15m,"2,235",25-02-2022,Economy,A1894
BOM,DEL,IndiGo ,11:45,14:00,2h 15m,"2,235",25-02-2022,Economy,A1895
BOM,DEL,IndiGo ,10:05,12:15,2h 10m,"2,339",25-02-2022,Economy,A1896
BOM,DEL,IndiGo ,13:40,15:50,2h 10m,"2,339",25-02-2022,Economy,A1897
BOM,DEL,Air India ,10:00,12:15,2h 15m,"2,464",25-02-2022,Economy,A1898
BOM,DEL,Go First ,9:55,12:10,2h 15m,"2,285",25-02-2022,Economy,A1899
BOM,DEL,Go First ,12:15,14:30,2h 15m,"2,285",25-02-2022,Economy,A1900
BOM,DEL,Go First ,13:30,15:45,2h 15m,"2,285",25-02-2022,Economy,A1901
BOM,DEL,SpiceJet ,10:15,12:30,2h 15m,"2,339",25-02-2022,Economy,A1902
BOM,DEL,Vistara ,12:25,14:30,2h 05m,"2,744",25-02-2022,Economy,A1903
BOM,DEL,Vistara ,11:55,14:05,2h 10m,"2,744",25-02-2022,Economy,A1904
BOM,DEL,Vistara ,10:25,12:40,2h 15m,"2,744",25-02-2022,Economy,A1905
BOM,DEL,Vistara ,14:40,16:55,2h 15m,"2,744",25-02-2022,Economy,A1906
BOM,DEL,Air India ,8:00,10:15,2h 15m,"2,779",25-02-2022,Economy,A1907
BOM,DEL,SpiceJet ,7:20,9:35,2h 15m,"2,614",25-02-2022,Economy,A1908
BOM,DEL,Vistara ,7:30,9:40,2h 10m,"3,166",25-02-2022,Economy,A1909
BOM,DEL,Vistara ,8:45,11:00,2h 15m,"3,166",25-02-2022,Economy,A1910
DEL,BOM,Air India ,18:00,20:00,2h,"2,476",25-02-2022,Economy,A1911
DEL,BOM,IndiGo ,23:35,1:45,2h 10m,"2,170",25-02-2022,Economy,A1912
DEL,BOM,Go First ,15:30,17:35,2h 05m,"2,354",25-02-2022,Economy,A1913
DEL,BOM,Go First ,17:00,19:05,2h 05m,"2,354",25-02-2022,Economy,A1914
DEL,BOM,Air India ,20:00,22:10,2h 10m,"2,476",25-02-2022,Economy,A1915
DEL,BOM,Go First ,22:30,0:40,2h 10m,"2,354",25-02-2022,Economy,A1916
DEL,BOM,Air India ,19:00,21:15,2h 15m,"2,476",25-02-2022,Economy,A1917
DEL,BOM,Vistara ,20:40,22:50,2h 10m,"2,586",25-02-2022,Economy,A1918
DEL,BOM,Vistara ,21:40,23:50,2h 10m,"2,586",25-02-2022,Economy,A1919
DEL,BOM,Go First ,15:00,17:15,2h 15m,"2,354",25-02-2022,Economy,A1920
DEL,BOM,Go First ,19:40,21:55,2h 15m,"2,354",25-02-2022,Economy,A1921
DEL,BOM,Go First ,21:00,23:15,2h 15m,"2,354",25-02-2022,Economy,A1922
DEL,BOM,AirAsia India ,20:00,22:15,2h 15m,"2,410",25-02-2022,Economy,A1923
DEL,BOM,Go First ,18:05,20:25,2h 20m,"2,354",25-02-2022,Economy,A1924
DEL,BOM,Vistara ,15:30,17:40,2h 10m,"2,823",25-02-2022,Economy,A1925
DEL,BOM,SpiceJet ,18:55,21:05,2h 10m,"2,621",25-02-2022,Economy,A1926
DEL,BOM,IndiGo ,18:40,20:50,2h 10m,"2,791",25-02-2022,Economy,A1927
DEL,BOM,IndiGo ,17:15,19:25,2h 10m,"2,791",25-02-2022,Economy,A1928
DEL,BOM,SpiceJet ,19:45,22:05,2h 20m,"2,621",25-02-2022,Economy,A1929
DEL,BOM,IndiGo ,21:15,23:30,2h 15m,"2,791",25-02-2022,Economy,A1930
DEL,BOM,Vistara ,19:50,22:00,2h 10m,"3,378",25-02-2022,Economy,A1931
DEL,BOM,Vistara ,16:45,19:05,2h 20m,"3,246",25-02-2022,Economy,A1932
DEL,BOM,Vistara ,17:45,20:05,2h 20m,"3,246",25-02-2022,Economy,A1933
DEL,BOM,Vistara ,19:00,21:15,2h 15m,"3,800",25-02-2022,Economy,A1934
DEL,BOM,IndiGo ,6:30,8:40,2h 10m,"2,170",25-02-2022,Economy,A1935
DEL,BOM,IndiGo ,7:15,9:25,2h 10m,"2,170",25-02-2022,Economy,A1936
DEL,BOM,Air India ,7:00,9:05,2h 05m,"2,476",25-02-2022,Economy,A1937
DEL,BOM,Air India ,10:40,12:50,2h 10m,"2,476",25-02-2022,Economy,A1938
DEL,BOM,AirAsia India ,4:25,6:35,2h 10m,"2,155",25-02-2022,Economy,A1939
DEL,BOM,Go First ,13:30,15:35,2h 05m,"2,354",25-02-2022,Economy,A1940
DEL,BOM,Air India ,8:00,10:10,2h 10m,"2,476",25-02-2022,Economy,A1941
DEL,BOM,IndiGo ,10:45,13:05,2h 20m,"2,170",25-02-2022,Economy,A1942
DEL,BOM,Go First ,7:00,9:10,2h 10m,"2,354",25-02-2022,Economy,A1943
DEL,BOM,Go First ,8:00,10:10,2h 10m,"2,354",25-02-2022,Economy,A1944
DEL,BOM,Air India ,9:00,11:15,2h 15m,"2,476",25-02-2022,Economy,A1945
DEL,BOM,Vistara ,5:45,7:55,2h 10m,"2,586",25-02-2022,Economy,A1946
DEL,BOM,IndiGo ,12:00,14:10,2h 10m,"2,410",25-02-2022,Economy,A1947
DEL,BOM,Go First ,14:20,16:35,2h 15m,"2,354",25-02-2022,Economy,A1948
DEL,BOM,Go First ,15:00,17:15,2h 15m,"2,354",25-02-2022,Economy,A1949
DEL,BOM,IndiGo ,14:20,16:35,2h 15m,"2,410",25-02-2022,Economy,A1950
DEL,BOM,IndiGo ,9:30,12:00,2h 30m,"2,170",25-02-2022,Economy,A1951
DEL,BOM,Go First ,10:30,12:50,2h 20m,"2,354",25-02-2022,Economy,A1952
DEL,BOM,Vistara ,9:30,11:35,2h 05m,"2,823",25-02-2022,Economy,A1953
DEL,BOM,Go First ,2:00,4:15,2h 15m,"2,354",25-02-2022,Economy,A1954
DEL,BOM,Vistara ,12:50,15:00,2h 10m,"2,823",25-02-2022,Economy,A1955
DEL,BOM,Vistara ,14:20,16:30,2h 10m,"2,823",25-02-2022,Economy,A1956
DEL,BOM,Vistara ,10:20,12:35,2h 15m,"2,823",25-02-2022,Economy,A1957
DEL,BOM,Vistara ,11:40,14:00,2h 20m,"2,823",25-02-2022,Economy,A1958
DEL,BOM,IndiGo ,8:45,11:05,2h 20m,"2,791",25-02-2022,Economy,A1959
DEL,BOM,Vistara ,7:30,9:45,2h 15m,"3,246",25-02-2022,Economy,A1960
